card_seq,player_id,card_set_id,number,position,name,card_source,parse_status,throwing_hand,batting_hand,is_pitcher,card_type,speed,bunt,steal_start,steal_end,injury_rate,is_relief_only,starter_stamina,relief_stamina,batting_style_id,pitching_style_id,is_closer,unique_traits,injury_traits,biorhythm_period,biorhythm_date_ranges,batting_table,pitching_table,card_label,irc_macro_name,irc_display_name,variant,base_player_name
11,,,86,投手,リリーホワイト,2025THBIG,ok,left,left,true,pitcher,2,1,1,1,1,false,,1,,,false,,,春分・清明,"[""3/20~4/19""]","[[""2H8"", ""H8"", ""2B"", ""H7""], [""2H9"", ""H9"", ""3B"", ""G1f""], [""H7"", ""G6f/H8a"", ""SS"", ""G3D""], [""H8a"", ""1B"", ""G1D"", ""G4D""], [""H9"", ""2B"", ""G3D"", ""G5a""], [""G6D/H8"", ""LF"", ""G4f"", ""G6D""], [""1B"", ""G1a"", ""G4a"", ""F7a""], [""SS"", ""G3D"", ""G5a"", ""F8""], [""G3D"", ""G3f"", ""G6D"", ""F9a""], [""G3a"", ""G4D"", ""G6f"", ""PO""], [""G4f"", ""G5D"", ""F7a"", ""BB""], [""G6D"", ""G6a"", ""F8a"", ""BB""], [""F7"", ""F7"", ""F9"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""2/1"", ""2*"", ""2"", ""2"", ""3*"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""5/4"", ""5*"", ""5*""]",,86,,,
12,,,113,投手,三頭 慧ノ子,2025THBIG,ok,left,right,true,pitcher,3,1,1,1,3,false,5,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1P3"", ""2*"", ""2*"", ""2"", ""2"", ""2"", ""3/2"", ""3*"", ""3*"", ""3"", ""3"", ""3"", ""3"", ""3/4"", ""4"", ""4"", ""5"", ""5""]",,113,,,
13,,,117,投手,牛崎 潤美,2025THBIG,ok,right,right,true,pitcher,1,1,1,1,4,true,,1,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""H9""], [""2H8"", ""H8"", ""1B"", ""G1D""], [""H7"", ""H9a/G4a"", ""3B"", ""G3D""], [""H8a"", ""2B"", ""G1a"", ""G4f""], [""H9"", ""LF"", ""G3D"", ""G5a""], [""H8/G4D"", ""RF"", ""G4D"", ""G6D""], [""1B"", ""G1D"", ""G5a"", ""F7""], [""SS"", ""G3a"", ""G6D"", ""F8a""], [""G3D"", ""G4f"", ""G6f"", ""F9""], [""G3f"", ""G5D"", ""F7a"", ""PO""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1P2"", ""2*"", ""2"", ""2"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""5*"", ""5*"", ""5"", ""5"", ""5"", ""5""]",,117,,,
14,,,27,捕手,レティ・ホワイトロック,2025THBIG,ok,right,right,false,batter,2,9,3,7,4,false,,,,,false,,,,,"[[""HR7"", ""2H7"", ""IH5/G5a"", ""H8"", ""H9""], [""HR8"", ""H7a"", ""P"", ""G1a"", ""G3D""], [""3H9"", ""H7"", ""2B"", ""G3f"", ""G5a""], [""2H7"", ""H8"", ""SS"", ""G4D"", ""PO""], [""2H8a"", ""H9a"", ""G1D"", ""G5f"", ""K""], [""H7a"", ""LF"", ""G3a"", ""G6D"", ""K""], [""H7"", ""CF"", ""G4D"", ""F7a"", ""K""], [""H7"", ""RF"", ""G4f"", ""F8"", ""K""], [""H8a"", ""G1f"", ""G5D"", ""PO"", ""K""], [""H8"", ""G3D"", ""G6a"", ""PO"", ""K""], [""H9"", ""G4a"", ""F7a"", ""BB"", ""K""], [""3B"", ""G5D"", ""F7"", ""BB"", ""K""], [""SS"", ""G5a"", ""F8a"", ""BB"", ""K""], [""G4D"", ""G6D"", ""F9"", ""BB"", ""K""], [""G5f"", ""F7"", ""PO"", ""BB/K"", ""K""], [""G6a"", ""F9a"", ""PO"", ""DB"", ""K""], [""F9"", ""PO"", ""PO"", ""DB"", ""K""], [""PO"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,27,,,
15,,,175,捕手,道神 馴子,2025THBIG,ok,right,left,false,batter,4,3,5,15,4,false,,,,,false,,,,,"[[""2H9/HR9"", ""H7a"", ""G3D/IH3"", ""IH5"", ""IH4""], [""3H8"", ""H7"", ""P"", ""G1f"", ""G3f""], [""2H7"", ""H7"", ""2B"", ""G3a"", ""G4a""], [""H7a"", ""H8a"", ""SS"", ""G4D"", ""G5a""], [""H7"", ""H8"", ""G1f"", ""G4f"", ""G6f""], [""H7"", ""H9"", ""G3f"", ""G6a"", ""F8""], [""H7"", ""H9"", ""G3a"", ""F7"", ""F9a""], [""H8a"", ""LF"", ""G4f"", ""F8a"", ""PO""], [""H8"", ""CF"", ""G4a"", ""PO"", ""K""], [""H8"", ""RF"", ""G5f"", ""BB"", ""K""], [""H9a"", ""G1a"", ""G6D"", ""BB"", ""K""], [""H9"", ""G3f"", ""G6a"", ""BB"", ""K""], [""H9"", ""G4a"", ""F7a"", ""BB"", ""K""], [""IH6"", ""G5f"", ""F8a"", ""BB"", ""K""], [""1B"", ""G6f"", ""F8"", ""BB"", ""K""], [""SS"", ""F7a"", ""F9"", ""BB"", ""K""], [""G4a"", ""F8"", ""PO"", ""BB"", ""K""], [""F7"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,175,,,
16,,,100,内野手,堀川 雷鼓,2025THBIG,ok,right,right,false,batter,2,1,2,15,5,false,,,,,false,,,,,"[[""HR7"", ""HR7"", ""IH6/G6D"", ""H8"", ""H9""], [""HR7"", ""2H7a"", ""2B"", ""G3f"", ""G3D""], [""HR8"", ""2H8"", ""SS"", ""G4a"", ""G4a""], [""HR9"", ""H7a"", ""CF"", ""G5D"", ""G5D""], [""3H8/2H8"", ""H8a"", ""G1D"", ""G6D"", ""G6f""], [""2H7"", ""H8"", ""G3a"", ""F9a"", ""F7a""], [""2H9a"", ""H9"", ""G4D"", ""PO"", ""F8""], [""H7a"", ""LF"", ""G4f"", ""BB"", ""PO""], [""H7"", ""CF"", ""G5a"", ""BB"", ""K""], [""H7"", ""RF"", ""G6D"", ""BB"", ""K""], [""H8a"", ""G4D"", ""G6a"", ""BB"", ""K""], [""H8"", ""G5f"", ""F7a"", ""BB"", ""K""], [""H8"", ""G6D"", ""F7"", ""BB"", ""K""], [""H9a"", ""G6a"", ""F8"", ""BB"", ""K""], [""H9"", ""F7"", ""F9a"", ""BB"", ""K""], [""SS"", ""F8a"", ""F9"", ""BB"", ""K""], [""LF"", ""F9"", ""PO"", ""BB"", ""K""], [""G5D"", ""PO"", ""PO"", ""BB"", ""K""], [""G6a"", ""PO"", ""K"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,100,,,
17,,,132,内野手,豪徳寺 ミケ,2025THBIG,ok,right,right,false,batter,4,8,6,13,2,false,,,,,false,"(するごと)
【特例起用】","[{""type"": ""standard"", ""days"": null, ""exemptions"": 0, ""repeating"": false}]",,,"[[""HR7"", ""H7"", ""IH6/K"", ""G4D"", ""IH6""], [""HR7"", ""H8a"", ""P"", ""G4f"", ""G4f""], [""2H7"", ""IH1"", ""2B"", ""G6f"", ""G6a""], [""2H8"", ""IH5"", ""SS"", ""G6a"", ""F7a""], [""H7a"", ""H8/G4f"", ""G1f"", ""F7a"", ""K""], [""H8"", ""2B"", ""G1a"", ""BB"", ""K""], [""H9"", ""LF"", ""G3f"", ""BB"", ""K""], [""IH6"", ""CF"", ""G4D"", ""BB"", ""K""], [""H8a/PO"", ""G1f"", ""G4a"", ""BB"", ""K""], [""3B"", ""G1a"", ""G5f"", ""BB"", ""K""], [""SS"", ""G4D"", ""G6D"", ""BB"", ""K""], [""G1f"", ""G4f"", ""G6f"", ""BB"", ""K""], [""G4f"", ""G5a"", ""G6a"", ""BB"", ""K""], [""G4a"", ""G6f"", ""F7"", ""BB"", ""K""], [""G6D"", ""G6a"", ""F8"", ""BB"", ""K""], [""G6f"", ""F7"", ""F9a"", ""BB"", ""K""], [""F7"", ""F8a"", ""PO"", ""BB"", ""K""], [""F8a"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,132,,,
18,,,20,内野手,物部 布都,2025THBIG,ok,right,left,false,batter,4,1,10,15,4,false,,,,,false,"(ダイスを1個
振る)
(1~19)
(20)
DB乱闘
出停10試合",,,,"[[""HR7"", ""HR9"", ""G5D/H7"", ""H8"", ""H9""], [""HR8"", ""2H8"", ""2B"", ""H9"", ""G4a""], [""HR9"", ""2H9"", ""SS"", ""G1a"", ""F8a""], [""H9a/HR9"", ""H7"", ""CF"", ""G3f"", ""PO""], [""3H8"", ""H8"", ""G1f"", ""G4D"", ""K""], [""3H9"", ""H9a"", ""G3a"", ""G4a"", ""K""], [""2H7"", ""H9"", ""G4D"", ""G5f"", ""K""], [""2H8"", ""LF"", ""G4f"", ""G6D"", ""K""], [""2H9a"", ""CF"", ""G5a"", ""G6f"", ""K""], [""H7a"", ""RF"", ""G6D"", ""F7"", ""K""], [""H7"", ""G4f"", ""G6f"", ""F8a"", ""K""], [""H8a"", ""G4a"", ""F7"", ""F9"", ""K""], [""H9"", ""G5D"", ""F8"", ""PO"", ""K""], [""H9"", ""G6a"", ""F9a"", ""PO"", ""K""], [""1B"", ""F7a"", ""F9"", ""BB"", ""K""], [""2B"", ""F8"", ""PO"", ""BB"", ""K""], [""G4D"", ""F9"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,20,,,
19,,,112,内野手,高麗野 あうん,2025THBIG,ok,right,right,false,batter,4,10,6,15,3,false,,,,,false,,,,,"[[""HR7"", ""H7a"", ""IH1/G6D"", ""H8"", ""IH6""], [""3H9/2H9"", ""H7"", ""2B"", ""IH4"", ""G4a""], [""2H7"", ""H8a"", ""3B"", ""G1a"", ""G6D""], [""H7a"", ""H8"", ""SS"", ""G4D"", ""F8""], [""H7"", ""H9"", ""G1D"", ""G4f"", ""PO""], [""H7"", ""LF"", ""G3a"", ""G5D"", ""K""], [""H8a"", ""CF"", ""G4D"", ""G5a"", ""K""], [""H8"", ""RF"", ""G4a"", ""G6D"", ""K""], [""H9a"", ""G3D"", ""G5D"", ""G6f"", ""K""], [""H9"", ""G4D"", ""G5a"", ""F7a"", ""K""], [""1B"", ""G4a"", ""G6D"", ""F8"", ""K""], [""SS"", ""G5f"", ""G6f"", ""F9"", ""K""], [""G4f"", ""G6D"", ""F7"", ""PO"", ""K""], [""G5D"", ""G6a"", ""F8a"", ""PO"", ""K""], [""G6D"", ""F7"", ""F9"", ""BB"", ""K""], [""G6a"", ""F8"", ""PO"", ""BB"", ""K""], [""F8"", ""F9a"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,112,,,
20,,,129,内野手,天弓 千亦,2025THBIG,ok,right,right,true,pitcher,2,1,3,10,5,true,,1,,,false,,,,,"[[""HR7"", ""HR7"", ""H8/F8"", ""G5D"", ""IH5""], [""HR7"", ""2H7"", ""3B"", ""G6f"", ""F8a""], [""HR8"", ""H7a"", ""SS"", ""F9"", ""K""], [""HR9"", ""H8"", ""CF"", ""PO"", ""K""], [""HR9/3H9"", ""H9"", ""G1D"", ""BB"", ""K""], [""HR8/H8"", ""H9/K"", ""G3D"", ""BB"", ""K""], [""2H8a"", ""LF"", ""G4f"", ""BB"", ""K""], [""2H9"", ""CF"", ""G5D"", ""BB"", ""K""], [""H7"", ""RF"", ""G6D"", ""BB"", ""K""], [""H8a"", ""G4D"", ""G6a"", ""BB"", ""K""], [""H9"", ""G5a"", ""F7"", ""BB"", ""K""], [""H7a/F7"", ""G6D"", ""F8a"", ""BB"", ""K""], [""SS"", ""F7a"", ""F8"", ""BB"", ""K""], [""RF"", ""F9"", ""F9a"", ""BB"", ""K""], [""G5f"", ""PO"", ""PO"", ""BB"", ""K""], [""G6D"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""DB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""3*"", ""3*"", ""3*"", ""3*"", ""3"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4"", ""4""]",,129,,,
21,,,49,内野手,霍 青娥,2025THBIG,ok,right,right,false,batter,5,10,10,15,3,false,,,,,false,,,,,"[[""3H8"", ""H7"", ""IH4/G1f"", ""G3D"", ""H9""], [""2H7"", ""H8a"", ""P"", ""G4f"", ""G3a""], [""H7a"", ""H8"", ""1B"", ""G4a"", ""G4D""], [""H8"", ""H9"", ""SS"", ""G5f"", ""G4f""], [""H8"", ""IH6"", ""G1D"", ""G6D"", ""G5a""], [""H9a"", ""2B"", ""G1a"", ""F8a"", ""G6f""], [""H9"", ""CF"", ""G3D"", ""F9"", ""F9a""], [""H9"", ""RF"", ""G3a"", ""PO"", ""PO""], [""IH4"", ""G1f"", ""G4D"", ""PO"", ""PO""], [""IH6"", ""G3f"", ""G4f"", ""BB"", ""K""], [""2B"", ""G3a"", ""G4a"", ""BB"", ""K""], [""SS"", ""G4D"", ""G5f"", ""BB"", ""K""], [""G4f"", ""G4a"", ""G6D"", ""BB"", ""K""], [""G5f"", ""G5f"", ""G6f"", ""BB"", ""K""], [""G6D"", ""G6D"", ""F7"", ""BB"", ""K""], [""F7a"", ""F8a"", ""F9a"", ""BB"", ""K""], [""F8"", ""F9"", ""F9"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,49,,,
22,,,08,外野手,大妖精,2025THBIG,ok,right,right,false,batter,3,1,4,8,2,false,,,,,false,,,,,"[[""3H8"", ""H7a"", ""H9/G3D"", ""H7"", ""K""], [""2H9"", ""H7"", ""P"", ""G3f"", ""K""], [""H7a"", ""H8a"", ""1B"", ""G4D"", ""K""], [""H7"", ""H8"", ""SS"", ""G4a"", ""K""], [""H7"", ""H9"", ""G1D"", ""G5a"", ""K""], [""H8a"", ""IH5/G5a"", ""G3a"", ""G6D"", ""K""], [""H8"", ""SS"", ""G4D"", ""G6a"", ""K""], [""H9a"", ""LF"", ""G4f"", ""F7"", ""K""], [""H9"", ""RF"", ""G5D"", ""F8"", ""K""], [""H9"", ""G3f"", ""G6f"", ""PO"", ""K""], [""IH6"", ""G4D"", ""F7"", ""PO"", ""K""], [""2B"", ""G5f"", ""F8"", ""BB"", ""K""], [""SS"", ""G6a"", ""F9"", ""BB"", ""K""], [""G4a"", ""F7a"", ""PO"", ""BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""K""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,08,,,
23,,,09,外野手,チルノ,2025THBIG,ok,right,right,false,batter,3,2,9,6,1,false,,,,,false,ホームラン(HR9),,夏の土用,"[""7/19~8/6""]","[[""2H7"", ""H7a"", ""H9/K"", ""H7"", ""K""], [""2H8"", ""H7"", ""P"", ""IH1"", ""K""], [""2H9"", ""H8a"", ""3B"", ""G1f"", ""K""], [""H7a"", ""H9"", ""SS"", ""G3D"", ""K""], [""H7"", ""LF"", ""G1a"", ""G4a"", ""K""], [""H8a"", ""CF"", ""G4D"", ""G6D"", ""K""], [""H8"", ""RF"", ""G6f"", ""F7a"", ""K""], [""H9a"", ""G3f"", ""F7a"", ""F8"", ""K""], [""H9"", ""G5a"", ""F7"", ""F9a"", ""K""], [""2B"", ""F7"", ""F8a"", ""PO"", ""K""], [""SS"", ""F9a"", ""F9"", ""PO"", ""K""], [""G4a"", ""PO"", ""PO"", ""PO"", ""K""], [""F7a"", ""PO"", ""PO"", ""PO"", ""K""], [""PO"", ""PO"", ""PO"", ""PO"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""K""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,09,,,
24,,,35,外野手,豊聡耳 神子,2025THBIG,ok,right,right,false,batter,5,7,10,18,5,false,,,,,false,,,,,"[[""HR8"", ""2H8"", ""H9/G3f"", ""G4D"", ""H9""], [""HR9"", ""2H9"", ""2B"", ""G5f"", ""G3f""], [""3H8"", ""H7"", ""SS"", ""F9a"", ""G4a""], [""3H9"", ""H8a"", ""RF"", ""PO"", ""G5a""], [""2H7a"", ""H9a"", ""G1f"", ""BB"", ""G6f""], [""2H8"", ""H9"", ""G3a"", ""BB"", ""F9a""], [""2H9"", ""IH4"", ""G4D"", ""BB"", ""PO""], [""H7"", ""2B"", ""G4f"", ""BB"", ""K""], [""H8a"", ""LF"", ""G4a"", ""BB"", ""K""], [""H8"", ""RF"", ""G5a"", ""BB"", ""K""], [""H8"", ""G3f"", ""G6D"", ""BB"", ""K""], [""H9a"", ""G4f"", ""G6f"", ""BB"", ""K""], [""H9"", ""G4a"", ""F7a"", ""BB"", ""K""], [""H9"", ""G5f"", ""F8"", ""BB"", ""K""], [""H9/G4a"", ""G6a"", ""F9"", ""BB"", ""K""], [""1B"", ""F7"", ""PO"", ""BB"", ""K""], [""2B"", ""F8a"", ""PO"", ""BB"", ""K""], [""G4f"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,35,,,
25,,,38,外野手,宮古 芳香,2025THBIG,ok,right,right,false,batter,2,1,1,1,2,false,,,,,false,"(するごと)
【特例起用】","[{""type"": ""standard"", ""days"": null, ""exemptions"": 0, ""repeating"": false}]",,,"[[""HR7"", ""HR8"", ""H8/G4a"", ""H7"", ""H7""], [""HR7"", ""2H7"", ""2B"", ""H8"", ""G1f""], [""HR7"", ""2H8"", ""SS"", ""G3D"", ""G3D""], [""HR7"", ""H7a"", ""CF"", ""G4D"", ""G4a""], [""HR8"", ""H9"", ""G1D"", ""G4f"", ""G5D""], [""HR8"", ""3B"", ""G3a"", ""G5D"", ""G6a""], [""HR7/H7a"", ""LF"", ""G4D"", ""G5f"", ""F7a""], [""H7"", ""CF"", ""G5D"", ""G6D"", ""F8""], [""H8a"", ""G3f"", ""G6D"", ""F7a"", ""PO""], [""3B"", ""G4D"", ""F7a"", ""F7"", ""PO""], [""LF"", ""G4a"", ""F7"", ""F8a"", ""K""], [""G3D"", ""G5f"", ""F7"", ""F9"", ""K""], [""G4a"", ""G6D"", ""F8a"", ""PO"", ""K""], [""G6f"", ""F7a"", ""F8"", ""PO"", ""K""], [""G6a"", ""F8a"", ""F9"", ""PO"", ""K""], [""F7a"", ""F9"", ""PO"", ""PO"", ""K""], [""F8"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""PO"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,38,,,
26,,,107,外野手,エタニティラルバ,2025THBIG,ok,right,right,false,batter,3,5,8,6,2,false,,,,,false,ホームラン(HR7),,夏の土用,"[""7/19~8/6""]","[[""2H7a"", ""2H8"", ""H8/G6f"", ""H7"", ""K""], [""2H7"", ""H7"", ""P"", ""H9"", ""K""], [""2H7"", ""H8a"", ""2B"", ""G3f"", ""K""], [""2H8a"", ""H8"", ""SS"", ""G4a"", ""K""], [""2H9"", ""H9a/F9"", ""G1f"", ""G5a"", ""K""], [""2H8/H8a"", ""LF"", ""G4D"", ""G6f"", ""K""], [""H7a"", ""CF"", ""G5f"", ""F7a"", ""K""], [""H8a"", ""RF"", ""G6a"", ""F9"", ""K""], [""H8"", ""G3a"", ""F7"", ""PO"", ""K""], [""H9"", ""G4f"", ""F8a"", ""PO"", ""K""], [""2B"", ""G6a"", ""F8"", ""BB/PO"", ""K""], [""SS"", ""F7a"", ""F9a"", ""BB"", ""K""], [""G4a"", ""F8"", ""PO"", ""BB"", ""K""], [""F8a"", ""PO"", ""PO"", ""BB"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""K""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,107,,,
27,,,135,外野手,驪駒 早鬼,2025THBIG,ok,left,left,false,batter,5,2,10,16,5,false,,,,,false,,,,,"[[""HR9"", ""2H7"", ""H9"", ""H7"", ""IH3""], [""3H9"", ""2H8"", ""G1a/IH1"", ""H8"", ""G4f""], [""2H8/3H8"", ""2H9"", ""P"", ""IH5"", ""G4a""], [""2H7a"", ""H7a"", ""2B"", ""G6f/IH6"", ""G5D""], [""2H7"", ""H8"", ""SS"", ""G3a"", ""G6f""], [""2H8"", ""H9a"", ""G3f"", ""G4f"", ""G6a""], [""2H9"", ""IH4"", ""G4D"", ""G4a"", ""F7""], [""H7a"", ""IH6"", ""G4a"", ""G5f"", ""F8a""], [""H7"", ""G5f/H7"", ""G5f"", ""G6D"", ""F9""], [""H7"", ""LF"", ""G5a"", ""G6a"", ""PO""], [""H8a"", ""CF"", ""G6D"", ""F7"", ""K""], [""H8"", ""RF"", ""G6f"", ""F8a"", ""K""], [""H9a"", ""G3D"", ""G6a"", ""F9"", ""K""], [""H9"", ""G4f"", ""F7a"", ""PO"", ""K""], [""IH5"", ""G6a"", ""F7"", ""BB"", ""K""], [""IH6"", ""F7"", ""F8"", ""BB"", ""K""], [""1B"", ""F8a"", ""F9a"", ""BB"", ""K""], [""3B"", ""F9"", ""F9"", ""BB"", ""K""], [""G6f"", ""PO"", ""PO"", ""BB"", ""K""], [""UP"", ""UP"", ""UP"", ""UP"", ""UP""]]","[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]",,135,,,
28,,,14,投手,風見 幽香,2025THBIG,ok,right,right,true,pitcher,1,2,2,12,5,false,6,,,,false,,,,,"[[""2H7"", ""H7"", ""P"", ""G1D""], [""2H8"", ""H8"", ""1B"", ""G3D""], [""H7"", ""H9a/G4a"", ""3B"", ""G4f""], [""H8a"", ""2B"", ""G1a"", ""G5a""], [""H9"", ""LF"", ""G3D"", ""G6D""], [""H8/G4D"", ""RF"", ""G4D"", ""F7""], [""1B"", ""G1D"", ""G5a"", ""F8a""], [""SS"", ""G3a"", ""G6D"", ""F9""], [""G3D"", ""G4f"", ""G6f"", ""PO""], [""G3f"", ""G5D"", ""F7a"", ""BB""], [""G4D"", ""G6D"", ""F8"", ""BB""], [""G6a"", ""F8a"", ""F9a"", ""BB""], [""F8"", ""F9"", ""PO"", ""BB""], [""PO"", ""PO"", ""PO"", ""BB""], [""K"", ""K"", ""K"", ""BB""], [""K"", ""K"", ""K"", ""BB""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""K"", ""K"", ""K"", ""K""], [""UP"", ""UP"", ""UP"", ""UP""]]","[""1"", ""1"", ""1"", ""1/2"", ""2*"", ""2*"", ""2"", ""3*"", ""3"", ""4"", ""4"", ""4"", ""4"", ""4"", ""5*"", ""5"", ""5"", ""5"", ""5"", ""5""]",,14,,,
